transport_id,module,objects_changed,lines_changed,conflicts,history_failures,transport_stage,change_request_status,risk_level
TR06355,HR,2,146,2,0,Development,Pending,HIGH
TR06356,MM,6,246,0,4,Quality,Rejected,HIGH
TR06357,MM,2,241,0,2,Development,Approved,MEDIUM
TR06358,SD,1,179,2,4,Production,Approved,HIGH
TR06359,SD,4,211,0,0,Development,Approved,MEDIUM
TR06360,SD,3,224,1,2,Quality,Approved,MEDIUM
TR06361,SD,5,129,2,1,Quality,Approved,HIGH
TR06362,HR,5,211,0,4,Production,Rejected,HIGH
TR06363,MM,4,115,0,3,Development,Pending,HIGH
TR06364,MM,3,50,1,3,Quality,Approved,HIGH
TR06365,HR,3,121,1,2,Development,Pending,MEDIUM
TR06366,FI,2,29,2,2,Quality,Rejected,HIGH
TR06367,FI,2,188,1,4,Development,Approved,HIGH
TR06368,HR,2,110,0,0,Production,Pending,MEDIUM
TR06369,FI,4,219,2,2,Production,Rejected,HIGH
TR06370,SD,1,89,1,4,Quality,Rejected,HIGH
TR06371,HR,1,94,1,0,Quality,Approved,MEDIUM
TR06372,SD,3,11,1,2,Production,Rejected,MEDIUM
TR06373,SD,4,23,2,4,Production,Pending,HIGH
TR06374,MM,2,76,1,3,Quality,Approved,HIGH
TR06375,HR,2,87,0,1,Development,Rejected,MEDIUM
TR06376,SD,2,200,0,0,Production,Rejected,MEDIUM
TR06377,FI,5,230,0,3,Development,Pending,HIGH
TR06378,HR,3,242,2,1,Production,Pending,HIGH
TR06379,SD,1,137,0,2,Development,Pending,MEDIUM
TR06380,HR,3,10,1,0,Quality,Rejected,MEDIUM
TR06381,SD,2,186,2,4,Production,Approved,HIGH
TR06382,FI,2,107,0,1,Production,Pending,MEDIUM
TR06383,FI,1,143,1,0,Production,Approved,HIGH
TR06384,SD,6,160,1,2,Quality,Pending,MEDIUM
TR06385,MM,3,127,1,1,Development,Rejected,MEDIUM
TR06386,SD,3,268,2,0,Production,Approved,HIGH
TR06387,FI,2,201,0,1,Quality,Approved,HIGH
TR06388,MM,5,255,2,3,Development,Pending,HIGH
TR06389,SD,6,191,2,2,Production,Rejected,HIGH
TR06390,MM,3,147,2,1,Quality,Rejected,HIGH
TR06391,HR,6,105,0,4,Production,Rejected,HIGH
TR06392,SD,1,161,2,2,Development,Approved,HIGH
TR06393,SD,3,55,1,0,Development,Pending,MEDIUM
TR06394,HR,3,174,1,3,Development,Rejected,HIGH
TR06395,HR,1,222,2,2,Production,Pending,HIGH
TR06396,HR,2,73,1,2,Quality,Approved,MEDIUM
TR06397,HR,3,250,2,2,Quality,Pending,HIGH
TR06398,SD,5,72,2,1,Production,Pending,HIGH
TR06399,SD,6,20,2,1,Quality,Approved,HIGH
TR06400,FI,3,273,0,4,Quality,Rejected,HIGH
TR06401,HR,2,11,1,4,Development,Pending,HIGH
TR06402,MM,6,42,2,4,Development,Pending,HIGH
TR06403,FI,4,229,2,2,Production,Pending,HIGH
TR06404,MM,6,166,1,0,Development,Pending,MEDIUM
TR06405,SD,4,108,2,2,Production,Approved,HIGH
TR06406,SD,3,39,2,2,Quality,Approved,HIGH
TR06407,MM,3,132,2,0,Development,Rejected,HIGH
TR06408,SD,6,66,1,0,Development,Approved,MEDIUM
TR06409,MM,2,24,1,4,Quality,Pending,HIGH
TR06410,MM,5,22,2,4,Development,Rejected,HIGH
TR06411,FI,6,44,2,0,Quality,Rejected,HIGH
TR06412,MM,1,245,2,2,Production,Approved,HIGH
TR06413,FI,4,251,1,4,Quality,Rejected,HIGH
TR06414,MM,1,139,2,2,Development,Approved,HIGH
TR06415,FI,6,254,2,0,Quality,Pending,HIGH
TR06416,MM,3,225,0,0,Quality,Rejected,MEDIUM
TR06417,SD,1,276,0,3,Production,Approved,HIGH
TR06418,FI,3,218,1,3,Quality,Approved,HIGH
TR06419,FI,6,14,2,4,Quality,Approved,HIGH
TR06420,HR,5,172,1,4,Quality,Rejected,HIGH
TR06421,FI,3,182,2,2,Quality,Approved,HIGH
TR06422,FI,1,174,1,4,Production,Rejected,HIGH
TR06423,HR,2,184,1,3,Production,Pending,HIGH
TR06424,MM,1,181,1,3,Development,Approved,HIGH
TR06425,MM,1,192,0,4,Production,Pending,HIGH
TR06426,SD,5,252,2,3,Quality,Rejected,HIGH
TR06427,SD,4,181,2,0,Quality,Rejected,HIGH
TR06428,SD,5,248,2,4,Development,Pending,HIGH
TR06429,FI,6,278,1,2,Development,Pending,HIGH
TR06430,FI,4,115,0,1,Production,Rejected,MEDIUM
TR06431,MM,6,98,2,1,Quality,Rejected,HIGH
TR06432,MM,6,11,1,4,Quality,Approved,HIGH
TR06433,MM,2,215,2,1,Quality,Rejected,HIGH
TR06434,MM,5,69,2,2,Development,Rejected,HIGH
TR06435,SD,5,103,0,2,Quality,Approved,MEDIUM
TR06436,FI,5,267,1,4,Quality,Rejected,HIGH
TR06437,SD,6,226,2,4,Development,Rejected,HIGH
TR06438,HR,1,160,0,0,Development,Pending,MEDIUM
TR06439,SD,3,175,2,3,Quality,Pending,HIGH
TR06440,HR,6,175,1,1,Quality,Rejected,MEDIUM
TR06441,MM,3,286,2,3,Production,Pending,HIGH
TR06442,HR,5,149,2,2,Production,Pending,HIGH
TR06443,HR,4,27,2,4,Production,Rejected,HIGH
TR06444,SD,2,140,1,1,Development,Rejected,MEDIUM
TR06445,HR,6,199,0,4,Development,Approved,HIGH
TR06446,SD,6,203,2,3,Development,Pending,HIGH
TR06447,FI,6,116,2,4,Quality,Pending,HIGH
TR06448,FI,5,262,2,2,Development,Pending,HIGH
TR06449,FI,1,283,1,4,Quality,Rejected,HIGH
TR06450,HR,5,294,2,1,Production,Rejected,HIGH
TR06451,HR,5,217,2,0,Production,Rejected,HIGH
TR06452,FI,1,230,2,4,Development,Rejected,HIGH
TR06453,MM,2,148,2,1,Development,Rejected,HIGH
TR06454,HR,5,197,1,3,Production,Pending,HIGH
TR06455,MM,5,251,1,2,Development,Approved,MEDIUM
TR06456,FI,3,80,0,0,Production,Approved,LOW
TR06457,HR,2,205,0,1,Development,Pending,MEDIUM
TR06458,SD,6,59,0,1,Development,Pending,LOW
TR06459,MM,2,132,0,2,Production,Rejected,MEDIUM
TR06460,HR,1,115,1,4,Production,Rejected,HIGH
TR06461,HR,4,163,0,2,Quality,Rejected,MEDIUM
TR06462,FI,5,136,1,2,Development,Pending,HIGH
TR06463,SD,1,121,0,0,Development,Approved,MEDIUM
TR06464,FI,3,74,1,4,Development,Rejected,HIGH
TR06465,HR,4,126,0,4,Production,Pending,HIGH
TR06466,FI,5,117,2,2,Development,Pending,HIGH
TR06467,SD,5,153,2,4,Development,Approved,HIGH
TR06468,HR,4,102,2,2,Quality,Pending,HIGH
TR06469,HR,2,146,2,4,Production,Rejected,HIGH
TR06470,MM,6,89,2,3,Production,Rejected,HIGH
TR06471,MM,6,276,2,3,Development,Pending,HIGH
TR06472,FI,1,29,1,1,Development,Approved,MEDIUM
TR06473,FI,3,176,2,3,Development,Pending,HIGH
TR06474,HR,3,226,0,4,Development,Approved,HIGH
TR06475,SD,6,21,0,4,Quality,Pending,HIGH
TR06476,SD,3,273,1,1,Quality,Approved,MEDIUM
TR06477,HR,3,64,1,1,Quality,Rejected,MEDIUM
TR06478,FI,3,75,1,4,Development,Rejected,HIGH
TR06479,FI,6,193,0,4,Production,Approved,HIGH
TR06480,HR,6,180,0,2,Quality,Rejected,MEDIUM
TR06481,FI,1,40,2,0,Development,Rejected,HIGH
TR06482,FI,4,228,2,0,Production,Rejected,HIGH
TR06483,FI,6,175,2,4,Development,Rejected,HIGH
TR06484,MM,6,250,2,0,Production,Rejected,HIGH
TR06485,SD,6,161,1,2,Quality,Pending,MEDIUM
TR06486,HR,6,152,0,2,Quality,Pending,MEDIUM
TR06487,MM,5,206,1,3,Production,Approved,HIGH
TR06488,HR,3,234,1,4,Development,Rejected,HIGH
TR06489,MM,4,262,0,4,Production,Approved,HIGH
TR06490,SD,1,217,0,4,Quality,Pending,HIGH
TR06491,HR,2,186,1,1,Development,Approved,MEDIUM
TR06492,HR,1,209,0,0,Production,Pending,MEDIUM
TR06493,MM,5,251,2,2,Production,Pending,HIGH
TR06494,MM,2,189,1,2,Production,Rejected,MEDIUM
TR06495,MM,3,70,0,3,Production,Pending,HIGH
TR06496,FI,1,234,1,4,Development,Rejected,HIGH
TR06497,FI,3,84,0,0,Production,Approved,MEDIUM
TR06498,MM,5,251,1,0,Quality,Rejected,MEDIUM
TR06499,FI,2,257,1,1,Development,Pending,HIGH
TR06500,FI,6,226,0,1,Quality,Pending,HIGH
TR06501,SD,1,186,0,4,Development,Rejected,HIGH
TR06502,MM,6,23,2,2,Production,Rejected,HIGH
TR06503,MM,2,275,0,1,Quality,Approved,MEDIUM
TR06504,SD,4,223,2,0,Quality,Approved,HIGH
TR06505,MM,3,225,2,3,Production,Rejected,HIGH
TR06506,SD,5,251,2,0,Quality,Rejected,HIGH
TR06507,SD,4,282,0,1,Production,Pending,MEDIUM
TR06508,FI,4,147,2,0,Production,Rejected,HIGH
TR06509,FI,1,118,2,4,Production,Rejected,HIGH
TR06510,SD,2,76,0,2,Production,Pending,LOW
TR06511,FI,2,250,1,4,Development,Rejected,HIGH
TR06512,SD,5,100,1,4,Development,Rejected,HIGH
TR06513,MM,5,17,0,2,Quality,Rejected,LOW
TR06514,HR,1,118,2,1,Development,Pending,HIGH
TR06515,HR,6,184,1,0,Production,Pending,MEDIUM
TR06516,SD,4,181,2,0,Development,Pending,HIGH
TR06517,FI,5,287,0,0,Quality,Approved,HIGH
TR06518,FI,5,12,0,4,Quality,Approved,HIGH
TR06519,SD,5,149,0,1,Quality,Rejected,MEDIUM
TR06520,HR,2,80,2,1,Development,Rejected,HIGH
TR06521,MM,6,148,0,4,Development,Pending,HIGH
TR06522,MM,3,88,2,1,Production,Approved,HIGH
TR06523,HR,6,220,2,0,Production,Approved,HIGH
TR06524,FI,6,26,2,2,Production,Rejected,HIGH
TR06525,SD,1,229,1,2,Development,Pending,MEDIUM
TR06526,HR,5,240,2,4,Production,Rejected,HIGH
TR06527,MM,5,279,1,0,Development,Pending,MEDIUM
TR06528,MM,2,161,0,1,Quality,Approved,MEDIUM
TR06529,FI,3,140,1,0,Quality,Approved,HIGH
TR06530,MM,2,272,0,2,Quality,Rejected,MEDIUM
TR06531,FI,2,24,1,2,Development,Rejected,MEDIUM
TR06532,SD,1,13,0,3,Development,Approved,HIGH
TR06533,MM,4,118,1,4,Development,Rejected,HIGH
TR06534,SD,4,100,1,3,Production,Pending,HIGH
TR06535,SD,6,284,1,0,Development,Approved,MEDIUM
TR06536,SD,4,222,1,4,Development,Rejected,HIGH
TR06537,SD,3,127,2,2,Development,Approved,HIGH
TR06538,SD,5,292,1,0,Production,Rejected,MEDIUM
TR06539,MM,2,196,1,2,Production,Rejected,MEDIUM
TR06540,SD,4,297,1,4,Development,Approved,HIGH
TR06541,HR,3,27,0,3,Development,Rejected,HIGH
TR06542,MM,1,294,2,4,Production,Pending,HIGH
TR06543,FI,5,29,1,3,Production,Approved,HIGH
TR06544,HR,1,30,0,0,Production,Approved,LOW
TR06545,FI,6,154,2,3,Development,Approved,HIGH
TR06546,SD,4,289,0,1,Production,Pending,MEDIUM
TR06547,MM,4,17,0,0,Production,Pending,LOW
TR06548,MM,5,150,1,1,Production,Pending,MEDIUM
TR06549,HR,5,88,2,4,Quality,Approved,HIGH
TR06550,SD,1,199,2,2,Production,Rejected,HIGH
TR06551,FI,5,116,2,0,Quality,Approved,HIGH
TR06552,SD,5,255,0,0,Production,Approved,MEDIUM
TR06553,HR,6,138,2,4,Quality,Pending,HIGH
TR06554,FI,2,49,2,2,Development,Rejected,HIGH
TR06555,FI,3,86,2,3,Production,Pending,HIGH
TR06556,MM,6,221,1,3,Development,Approved,HIGH
TR06557,FI,2,142,2,3,Development,Pending,HIGH
TR06558,SD,4,219,2,1,Production,Approved,HIGH
TR06559,FI,3,168,2,3,Development,Approved,HIGH
TR06560,SD,2,233,1,0,Development,Pending,MEDIUM
TR06561,SD,2,216,0,0,Production,Rejected,MEDIUM
TR06562,HR,6,155,1,2,Development,Approved,MEDIUM
TR06563,SD,6,229,2,4,Production,Approved,HIGH
TR06564,HR,2,61,0,3,Production,Rejected,HIGH
TR06565,SD,2,24,1,0,Production,Rejected,MEDIUM
TR06566,MM,6,71,2,3,Production,Approved,HIGH
TR06567,HR,2,208,1,0,Development,Approved,MEDIUM
TR06568,FI,3,287,0,0,Development,Rejected,HIGH
TR06569,FI,1,22,0,2,Quality,Pending,LOW
TR06570,HR,1,195,0,1,Production,Pending,MEDIUM
TR06571,HR,2,70,1,2,Quality,Pending,MEDIUM
TR06572,SD,2,65,1,4,Production,Rejected,HIGH
TR06573,HR,2,33,1,1,Development,Pending,MEDIUM
TR06574,HR,6,170,0,2,Quality,Approved,MEDIUM
TR06575,HR,3,53,0,3,Quality,Rejected,HIGH
TR06576,MM,6,266,1,1,Quality,Rejected,MEDIUM
TR06577,SD,6,183,0,0,Quality,Approved,MEDIUM
TR06578,HR,3,87,2,4,Production,Rejected,HIGH
TR06579,FI,2,285,1,4,Production,Pending,HIGH
TR06580,HR,6,210,0,0,Production,Approved,MEDIUM
TR06581,MM,1,300,1,4,Quality,Rejected,HIGH
TR06582,SD,5,96,1,4,Production,Approved,HIGH
TR06583,FI,3,245,0,1,Quality,Pending,HIGH
TR06584,FI,3,165,2,0,Quality,Approved,HIGH
TR06585,MM,4,114,1,1,Quality,Pending,MEDIUM
TR06586,HR,4,50,0,3,Development,Approved,HIGH
TR06587,MM,1,144,0,4,Development,Approved,HIGH
TR06588,HR,3,279,1,3,Production,Approved,HIGH
TR06589,FI,3,144,2,2,Quality,Rejected,HIGH
TR06590,FI,5,158,1,1,Quality,Pending,HIGH
TR06591,MM,5,255,1,3,Development,Approved,HIGH
TR06592,HR,2,23,2,0,Development,Rejected,HIGH
TR06593,SD,4,41,1,0,Production,Approved,MEDIUM
TR06594,HR,6,127,1,3,Production,Rejected,HIGH
TR06595,FI,2,71,2,1,Production,Rejected,HIGH
TR06596,FI,3,57,0,1,Production,Rejected,LOW
TR06597,MM,5,230,0,1,Quality,Rejected,MEDIUM
TR06598,MM,2,185,0,0,Development,Rejected,MEDIUM
TR06599,HR,1,99,1,0,Quality,Approved,MEDIUM
TR06600,FI,5,128,2,4,Quality,Approved,HIGH
TR06601,FI,3,133,2,2,Development,Rejected,HIGH
TR06602,FI,6,161,1,3,Production,Approved,HIGH
TR06603,HR,2,23,0,2,Production,Rejected,LOW
TR06604,HR,1,50,2,3,Quality,Approved,HIGH
TR06605,SD,4,248,2,2,Production,Approved,HIGH
TR06606,FI,1,114,0,0,Development,Pending,MEDIUM
TR06607,HR,5,89,1,1,Development,Pending,MEDIUM
TR06608,HR,3,29,0,2,Production,Pending,LOW
TR06609,SD,2,292,0,4,Quality,Approved,HIGH
TR06610,HR,5,211,1,4,Production,Pending,HIGH
TR06611,MM,5,231,2,1,Production,Pending,HIGH
TR06612,FI,5,247,0,1,Production,Pending,HIGH
TR06613,HR,2,211,1,0,Quality,Approved,MEDIUM
TR06614,MM,2,33,2,0,Quality,Pending,HIGH
TR06615,SD,5,288,0,1,Development,Rejected,MEDIUM
TR06616,HR,5,112,0,3,Development,Approved,HIGH
TR06617,HR,4,158,1,1,Quality,Approved,MEDIUM
TR06618,SD,6,199,1,3,Development,Rejected,HIGH
TR06619,MM,5,126,0,2,Development,Approved,MEDIUM
TR06620,FI,2,43,0,2,Development,Rejected,LOW
TR06621,SD,3,20,2,4,Quality,Rejected,HIGH
TR06622,SD,5,44,2,3,Development,Rejected,HIGH
TR06623,MM,3,237,0,3,Quality,Rejected,HIGH
TR06624,SD,2,129,1,2,Production,Approved,MEDIUM
TR06625,FI,1,208,2,1,Development,Approved,HIGH
TR06626,MM,3,188,0,2,Quality,Approved,MEDIUM
TR06627,FI,3,39,0,3,Quality,Rejected,HIGH
TR06628,HR,3,33,0,2,Quality,Rejected,LOW
TR06629,FI,4,93,1,2,Development,Pending,MEDIUM
TR06630,SD,2,236,0,1,Production,Pending,MEDIUM
TR06631,MM,1,171,0,0,Development,Approved,MEDIUM
TR06632,SD,3,129,1,2,Quality,Rejected,MEDIUM
TR06633,MM,1,49,1,0,Quality,Approved,MEDIUM
TR06634,HR,1,161,0,3,Production,Approved,HIGH
TR06635,HR,5,28,2,0,Development,Approved,HIGH
TR06636,MM,2,66,1,4,Production,Pending,HIGH
TR06637,SD,6,122,0,0,Production,Approved,MEDIUM
TR06638,MM,5,83,2,4,Quality,Pending,HIGH
TR06639,MM,6,137,2,3,Production,Pending,HIGH
TR06640,SD,6,229,1,4,Quality,Pending,HIGH
TR06641,MM,3,175,1,3,Quality,Approved,HIGH
TR06642,SD,2,75,0,2,Production,Approved,LOW
TR06643,HR,1,258,1,1,Quality,Approved,MEDIUM
TR06644,FI,4,10,1,1,Development,Rejected,MEDIUM
TR06645,SD,5,135,0,2,Production,Pending,MEDIUM
TR06646,MM,3,239,1,2,Quality,Approved,MEDIUM
TR06647,HR,6,29,2,1,Quality,Rejected,HIGH
TR06648,MM,4,91,0,1,Quality,Approved,MEDIUM
TR06649,FI,5,232,0,1,Development,Pending,HIGH
TR06650,SD,4,265,0,1,Production,Pending,MEDIUM
TR06651,FI,5,254,2,1,Development,Pending,HIGH
TR06652,MM,3,218,0,4,Quality,Rejected,HIGH
TR06653,SD,6,299,1,1,Production,Pending,MEDIUM
TR06654,FI,3,43,1,2,Quality,Approved,MEDIUM
TR06655,MM,3,262,0,0,Quality,Approved,MEDIUM
TR06656,HR,2,36,2,4,Quality,Approved,HIGH
TR06657,HR,3,122,2,0,Development,Approved,HIGH
TR06658,FI,5,42,2,0,Production,Rejected,HIGH
TR06659,FI,4,125,0,2,Development,Rejected,HIGH
TR06660,HR,2,223,0,4,Development,Approved,HIGH
TR06661,FI,4,265,1,4,Quality,Approved,HIGH
TR06662,SD,4,247,1,4,Development,Rejected,HIGH
TR06663,MM,2,55,2,2,Production,Pending,HIGH
TR06664,HR,1,24,1,0,Development,Approved,MEDIUM
TR06665,MM,2,39,0,3,Production,Rejected,HIGH
TR06666,HR,1,70,1,4,Development,Approved,HIGH
TR06667,HR,2,181,0,2,Development,Pending,MEDIUM
TR06668,HR,6,84,2,3,Development,Approved,HIGH
TR06669,MM,4,185,0,3,Quality,Rejected,HIGH
TR06670,HR,3,285,1,2,Production,Approved,MEDIUM
TR06671,FI,1,290,1,3,Quality,Pending,HIGH
TR06672,HR,4,147,2,1,Quality,Rejected,HIGH
TR06673,FI,5,37,1,1,Development,Rejected,MEDIUM
TR06674,MM,4,236,0,2,Development,Rejected,MEDIUM
TR06675,FI,6,222,1,2,Quality,Pending,HIGH
TR06676,FI,4,11,2,0,Quality,Pending,HIGH
TR06677,FI,4,114,2,4,Development,Rejected,HIGH
TR06678,FI,5,87,0,4,Development,Rejected,HIGH
TR06679,MM,6,249,2,1,Development,Rejected,HIGH
TR06680,FI,2,239,0,2,Production,Rejected,HIGH
TR06681,HR,6,142,2,1,Quality,Approved,HIGH
TR06682,MM,3,48,1,3,Production,Rejected,HIGH
TR06683,FI,2,15,1,3,Development,Rejected,HIGH
TR06684,FI,6,146,0,3,Production,Approved,HIGH
TR06685,MM,5,213,2,2,Production,Rejected,HIGH
TR06686,FI,4,50,0,3,Quality,Pending,HIGH
TR06687,MM,6,256,2,2,Production,Rejected,HIGH
TR06688,HR,2,192,2,3,Development,Rejected,HIGH
TR06689,MM,4,186,2,3,Development,Pending,HIGH
TR06690,FI,1,45,0,2,Development,Approved,LOW
TR06691,MM,1,123,1,4,Production,Pending,HIGH
TR06692,FI,1,11,1,3,Quality,Pending,HIGH
TR06693,MM,1,229,1,3,Development,Rejected,HIGH
TR06694,FI,1,157,0,0,Production,Rejected,HIGH
TR06695,MM,4,90,0,2,Development,Rejected,MEDIUM
TR06696,MM,5,55,2,2,Production,Approved,HIGH
TR06697,MM,2,142,0,4,Quality,Rejected,HIGH
TR06698,MM,6,227,1,3,Production,Rejected,HIGH
TR06699,FI,6,86,0,2,Development,Rejected,MEDIUM
TR06700,FI,6,21,0,4,Quality,Approved,HIGH
TR06701,HR,1,99,0,2,Development,Approved,MEDIUM
TR06702,MM,5,197,2,2,Production,Approved,HIGH
TR06703,MM,6,52,0,1,Quality,Approved,LOW
TR06704,SD,4,202,1,1,Quality,Rejected,MEDIUM
TR06705,MM,5,171,2,3,Production,Rejected,HIGH
TR06706,FI,1,65,2,4,Development,Pending,HIGH
TR06707,FI,1,268,0,1,Development,Pending,HIGH
TR06708,MM,6,73,1,4,Production,Pending,HIGH
TR06709,SD,3,102,2,2,Development,Approved,HIGH
TR06710,SD,2,148,2,4,Quality,Approved,HIGH
TR06711,HR,1,14,2,0,Production,Rejected,HIGH
TR06712,HR,3,72,1,3,Quality,Rejected,HIGH
TR06713,SD,6,107,2,0,Development,Pending,HIGH
TR06714,SD,1,127,1,1,Development,Rejected,MEDIUM
TR06715,FI,4,153,0,0,Development,Approved,HIGH
TR06716,MM,6,85,1,3,Quality,Approved,HIGH
TR06717,MM,5,262,2,3,Quality,Pending,HIGH
TR06718,HR,4,198,2,1,Production,Approved,HIGH
TR06719,MM,2,219,2,1,Production,Pending,HIGH
TR06720,HR,3,111,1,1,Development,Pending,MEDIUM
TR06721,SD,5,17,1,1,Production,Rejected,MEDIUM
TR06722,MM,2,60,2,0,Production,Pending,HIGH
TR06723,SD,5,135,0,0,Quality,Pending,MEDIUM
TR06724,FI,5,211,2,0,Development,Rejected,HIGH
TR06725,SD,4,161,2,4,Development,Pending,HIGH
TR06726,HR,6,128,2,4,Development,Approved,HIGH
TR06727,SD,3,269,0,2,Development,Rejected,MEDIUM
TR06728,SD,4,32,1,2,Quality,Approved,MEDIUM
TR06729,HR,6,133,1,3,Development,Rejected,HIGH
TR06730,SD,6,243,1,4,Production,Approved,HIGH
TR06731,FI,6,239,0,0,Quality,Pending,HIGH
TR06732,SD,2,211,2,1,Quality,Rejected,HIGH
TR06733,SD,1,13,2,0,Quality,Pending,HIGH
TR06734,MM,2,208,0,2,Production,Approved,MEDIUM
TR06735,FI,6,140,0,0,Development,Approved,HIGH
TR06736,SD,4,258,1,4,Development,Approved,HIGH
TR06737,HR,2,185,1,2,Production,Approved,MEDIUM
TR06738,MM,4,245,2,2,Production,Pending,HIGH
TR06739,MM,1,249,1,0,Production,Rejected,MEDIUM
TR06740,FI,3,234,0,4,Development,Rejected,HIGH
TR06741,FI,3,63,0,2,Production,Pending,LOW
TR06742,SD,3,61,2,3,Production,Pending,HIGH
TR06743,HR,4,55,1,4,Quality,Rejected,HIGH
TR06744,FI,1,124,2,2,Quality,Pending,HIGH
TR06745,HR,5,187,0,1,Production,Pending,MEDIUM
TR06746,MM,2,82,0,1,Production,Rejected,MEDIUM
TR06747,SD,3,229,1,4,Development,Approved,HIGH
TR06748,SD,4,299,0,1,Quality,Approved,MEDIUM
TR06749,HR,3,267,1,2,Development,Approved,MEDIUM
TR06750,SD,3,213,1,0,Development,Rejected,MEDIUM
TR06751,MM,2,208,0,0,Development,Rejected,MEDIUM
TR06752,SD,1,26,0,2,Development,Rejected,LOW
TR06753,HR,3,223,0,2,Quality,Approved,MEDIUM
TR06754,SD,3,171,1,2,Quality,Approved,MEDIUM
TR06755,MM,1,243,0,0,Development,Approved,MEDIUM
TR06756,FI,6,168,0,2,Production,Pending,HIGH
TR06757,SD,6,113,2,3,Production,Approved,HIGH
TR06758,MM,3,104,0,2,Development,Approved,MEDIUM
TR06759,HR,5,226,1,4,Production,Pending,HIGH
TR06760,HR,3,171,2,3,Production,Rejected,HIGH
TR06761,MM,3,10,1,0,Quality,Approved,MEDIUM
TR06762,HR,4,44,0,0,Development,Approved,LOW
TR06763,FI,3,194,1,4,Development,Approved,HIGH
TR06764,MM,1,216,0,0,Development,Rejected,MEDIUM
TR06765,MM,3,32,2,3,Production,Approved,HIGH
TR06766,HR,5,63,1,4,Development,Approved,HIGH
TR06767,FI,6,147,0,0,Production,Rejected,HIGH
TR06768,HR,2,62,0,3,Quality,Pending,HIGH
TR06769,HR,2,213,1,3,Quality,Pending,HIGH
TR06770,FI,2,190,0,1,Development,Approved,HIGH
TR06771,HR,2,193,1,4,Development,Rejected,HIGH
TR06772,SD,2,177,1,2,Development,Approved,MEDIUM
TR06773,SD,1,230,1,2,Development,Approved,MEDIUM
TR06774,MM,2,50,0,1,Quality,Pending,LOW
TR06775,MM,4,296,2,0,Development,Rejected,HIGH
TR06776,FI,5,256,2,0,Quality,Rejected,HIGH
TR06777,HR,6,154,2,1,Production,Rejected,HIGH
TR06778,FI,3,47,0,3,Production,Pending,HIGH
TR06779,HR,6,278,2,2,Quality,Pending,HIGH
TR06780,SD,1,104,1,4,Production,Rejected,HIGH
TR06781,HR,4,275,0,1,Development,Approved,MEDIUM
TR06782,FI,2,281,2,1,Production,Approved,HIGH
TR06783,MM,1,92,1,2,Development,Approved,MEDIUM
TR06784,HR,1,122,0,4,Development,Pending,HIGH
TR06785,FI,1,300,2,4,Development,Approved,HIGH
TR06786,HR,4,215,1,4,Production,Pending,HIGH
TR06787,HR,2,63,0,3,Quality,Approved,HIGH
TR06788,FI,1,223,0,1,Quality,Approved,HIGH
TR06789,HR,6,11,1,0,Development,Rejected,MEDIUM
TR06790,FI,1,43,0,4,Quality,Rejected,HIGH
TR06791,SD,4,276,0,1,Production,Rejected,MEDIUM
TR06792,HR,3,95,0,4,Development,Rejected,HIGH
TR06793,FI,3,115,2,3,Production,Pending,HIGH
TR06794,MM,2,53,2,3,Quality,Approved,HIGH
TR06795,FI,4,56,2,1,Production,Approved,HIGH
TR06796,SD,3,292,1,3,Quality,Approved,HIGH
TR06797,HR,2,106,2,4,Production,Pending,HIGH
TR06798,HR,5,241,2,2,Production,Approved,HIGH
TR06799,FI,3,234,2,4,Production,Approved,HIGH
TR06800,MM,6,26,0,0,Quality,Pending,LOW
TR06801,SD,5,20,1,4,Production,Approved,HIGH
TR06802,FI,1,282,1,4,Quality,Pending,HIGH
TR06803,MM,1,148,2,4,Quality,Pending,HIGH
TR06804,HR,3,48,1,0,Quality,Approved,MEDIUM
TR06805,HR,1,103,2,4,Production,Rejected,HIGH
TR06806,FI,4,188,1,3,Production,Approved,HIGH
TR06807,FI,4,74,0,4,Production,Pending,HIGH
TR06808,SD,6,15,2,2,Production,Approved,HIGH
TR06809,HR,3,246,0,4,Production,Approved,HIGH
TR06810,FI,6,183,1,2,Development,Rejected,HIGH
TR06811,MM,3,222,2,4,Quality,Approved,HIGH
TR06812,MM,3,296,0,1,Development,Rejected,MEDIUM
TR06813,FI,2,124,2,1,Quality,Approved,HIGH
TR06814,HR,4,57,1,1,Quality,Rejected,MEDIUM
TR06815,SD,4,30,1,2,Quality,Rejected,MEDIUM
TR06816,HR,1,63,2,2,Quality,Approved,HIGH
TR06817,SD,2,245,1,0,Development,Approved,MEDIUM
TR06818,MM,2,175,1,0,Development,Pending,MEDIUM
TR06819,FI,4,69,2,0,Development,Rejected,HIGH
TR06820,HR,3,245,1,2,Quality,Rejected,MEDIUM
TR06821,FI,3,102,2,0,Quality,Pending,HIGH
TR06822,HR,5,162,2,3,Quality,Rejected,HIGH
TR06823,SD,5,14,1,1,Development,Pending,MEDIUM
TR06824,HR,3,55,1,3,Development,Approved,HIGH
TR06825,HR,4,270,0,3,Quality,Rejected,HIGH
TR06826,HR,6,27,2,0,Quality,Approved,HIGH
TR06827,FI,5,136,1,3,Development,Pending,HIGH
TR06828,FI,4,140,0,0,Quality,Approved,HIGH
TR06829,HR,4,294,1,1,Quality,Approved,MEDIUM
TR06830,HR,4,18,1,2,Development,Approved,MEDIUM
TR06831,HR,4,198,1,4,Development,Approved,HIGH
